pano_id,lat,lng
QurLSGgJ1o5R04uoacAnzg,35.30613983074359,-120.6718058872461
uer7dSNOG9z94FlsTC358Q,35.30252637181549,-120.625882440742
DrE0J_3gV46uEOWSn_75qg,35.26320254509805,-120.6874270777118
wPLJCLJy6DvpisOeJ-4Eig,35.23568634009612,-120.6851005792088
DYS2KC9JnrdAb__m0Z_7Wg,35.23579197321131,-120.6617071182924
fpdR1G5T9-0UEViEthJ5ww,35.24263162329915,-120.6705290853451
UrSq1YQAhb9MFIipXsYUug,35.23161212351374,-120.6893197769968
3ZGgwTpoAJfVuoZN3t0nwA,35.28776533164192,-120.6599715217473
Ggv50b5HL8Mg1CvD5IdulA,35.27708004121519,-120.6472966755777
U3iBUORUf3dvp8C2NRjxzg,35.23608593547532,-120.6807133050886
DES_wkCcPAPKwRdSimR0bQ,35.23176708293963,-120.6491439927408
B8ETaQYT0M8_SNqRL8-qtw,35.246588326806,-120.6439284487048
PAcmOjMpnxkYP8X0Egsc0A,35.29923106739229,-120.6264005948018
fIyvOXSlLmcwHPU-KvBcFA,35.29756404308375,-120.6847945524321
vSQw84LU0mKITCwDBuGWTA,35.2833549944527,-120.6631022123384
Fn8SpD0cNxJUH_L6szNwKQ,35.26337471054462,-120.6927805711747
8Hem9XvS73ypBLB4tzjenQ,35.23044534151992,-120.6426367065378
hsiyYnRrHlynx3XDH_SXXw,35.27728821663829,-120.6552251421355
hPp_d9a_oNH8g0ao4ql8dA,35.29008251657136,-120.6812424639056
K0KjoLcx9yXkj-YV_gSZSQ,35.30790155297648,-120.6677746729087
-umsDsrR7Fxvx_tihcaheQ,35.25059693333919,-120.6911317336166
Tblfn1s5CHMF4DwL4hIgcw,35.27848053026305,-120.6678231103746
u3yv5sDAUVzqUdDBcQTmkw,35.24630962722,-120.6811312100072
Ez3w5gKDX6WDDJf2JUFulA,35.29474203310686,-120.6403163118261
i9jczXNkbbqsxLIaLhdOhw,35.24692476065862,-120.6651405943133
vjGyZqjXAYrWEU5yc_pgOA,35.25169177711729,-120.6429665329824
8kShYnVZK3RwOq1OZxlmiw,35.25975629130828,-120.6340470476637
_5H97uOvxWYzkn2mVv4wcA,35.26793985254178,-120.643316544773
Z-CwS0_IhonMVKDJRDJoww,35.25645283247052,-120.6591199491775
Smx3maFVbLQiXq9Cw2R2-Q,35.26554658791413,-120.6285169024235
zUEjltbNAzDXSItU61pbtQ,35.23730669232303,-120.6542770031164
thbtV8IAub4Tstp5UG-6AQ,35.25259516074549,-120.6935459388536
JN_5-BukgJlcDqZw8HslaQ,35.23771891621659,-120.6283464404704
ZRDNCwjH9Bgn3sPeoG6dfQ,35.28890202741434,-120.6472392783346
60FLbR76uKNJSahDMBZUMQ,35.24229894733237,-120.6391761975392
OZj5CDi7sYUpCeTNx1S6wQ,35.25963163065225,-120.6760400979084
JRJz-6ISAkaJ6VjGSsarjg,35.25912065142516,-120.689566835619
YT27Di2Qc2q2Ymd038iSjA,35.2851779115669,-120.6705896308458
HEpHs0ymHwzIGwTUA7f7bg,35.25902978620663,-120.6380722340849
mFxKWUS3hdEoDISL5lajOQ,35.26368070377477,-120.6828030789637
TVr-azxgWPogKf3po0jKug,35.25815717585731,-120.6416500305722
wOq-tInGCRhm7wEhzJawbQ,35.23128639860452,-120.6280466831813
WiI2Q4bXgEDoeEzKiT1r8A,35.28826684794323,-120.6723045480852
pryciEoXPI806zm1TSXyeg,35.26208214851928,-120.646129154334
jmfgZhKvrlPC4ei9JjTniQ,35.26438794435225,-120.6581404229737
-7XTLUQwUZ8KrbV7roA38A,35.27022520357006,-120.6672716943503
9H4qA2V331sitNrL3DDyTQ,35.29601519133507,-120.6646599817672
LHAhQ3Yv-53q0-X23kIQgw,35.2919296480195,-120.6444781240693
gKCNu3qsbscBiBcsLhjAeQ,35.30017616063872,-120.6259501177695
x8jC1uGGtWGk2ZkEIYK1sA,35.2448897214769,-120.6782161998476
X4luSsNVQl24VQiRLkkEXg,35.24038733108524,-120.6414782698758
A8IeoK9J3eayqHxPflebjQ,35.24997323141743,-120.6656706963228
4pekkx9TcPHGK9DUAgaOCw,35.24192256604971,-120.652727529884
cbYnxOANUgm3r6zdGIPpkw,35.23579105243837,-120.6619606372894
BoBX_zfXbJthQzRpC-m1dw,35.23950737021107,-120.6314452658565
x3b1Hn96ca5Jnf7HNg3TKg,35.29485055840222,-120.6428663037498
_czW7oF5LEcUQZXDqALL_A,35.24637304288239,-120.6764683720741
oaHX_iIV0L1tyHXZ81_4mw,35.24428488412515,-120.6450720305506
QLK80g7M26Dv3TRaq_85qg,35.29490540698905,-120.64617180771
voMiCB7YylStRUcaM2KbCA,35.27023344681152,-120.640144724847
11CLH4mHopCqQp1LelyyEQ,35.29489413448726,-120.6430881771102
hLi5HHqMXVrA9f6FyZ-s7g,35.23710243983152,-120.6799139911494
UbPmQALrKVKNnxDLzO9Sjg,35.28898994090993,-120.6771922494839
qhcSJTSaqitrqXaZni3lCQ,35.23232787344537,-120.6343951532528
K4qm82Hj57chN79_hJB7qg,35.24033976932112,-120.685241484635
5_w9lXXvNwo9Rxl1KTAQ7Q,35.2915095616824,-120.6566844583862
SwWiGRRi_EjDjhJ_YQ0cIg,35.30140909862811,-120.6822096141003
PSB9CiZmWtVBs9x-hIQXvQ,35.29313549197851,-120.6458154848245
-82L-H-X1xVRfHJRsW-0LA,35.27533404383615,-120.6490962501712
X6Wv-RqC_hY8jaNWA6MzgA,35.27196984131701,-120.6442527425401
pDRA4lULokGtfBVK88vuUw,35.27182332120712,-120.6659373698695
ksHS0HZ3KuqvQuL6y8YgmA,35.24230689449777,-120.6413749675966
J5Dttq4BItik0vzlMndGpw,35.24852657276093,-120.6308239093715
YKBZh8S_L1PoibDAanHRiQ,35.25725301144848,-120.6314710715264
QHM2y3T2b5ffneuLSQmFXQ,35.29135549945232,-120.6279855027627
DLD1DomrTP4XXUS4TbwZCQ,35.23079863381667,-120.630016729457
zfLQYBEG3KdUB8BM9hm-Pw,35.24682307687608,-120.648722295336
HFUeREDV9bpQDl66rd6xEQ,35.30348308500533,-120.6560579610502
qkK5HO8Q5scMo4gt0R5JTQ,35.24036970091722,-120.6535149939442
85CxDonOZ-u2QWjsCMjDig,35.27930248287395,-120.6560001290193
P0LXhswAl91n_FKYAxAPdw,35.29407495132138,-120.650606451206
bN66rfkN9UiEfCDTz6qnOw,35.30062981377154,-120.6625836828408
KpJFIX6ojWCVihAQ_QtxVQ,35.2724700522469,-120.6704749453581
qLjlgV_tUf-32PokaBJ9wg,35.25470817509565,-120.6853993230905
o95GhpGTms0QBP6Jgha2sA,35.28108374323569,-120.6522744264627
x3y85t15Pd0pQvobXCg6wA,35.29489106468583,-120.6429896155352
KOmwZ-feMhgo-wwpIP6PZQ,35.29359671336734,-120.6868515328341
YOgW3WaLlIQdT0IARvxaEQ,35.26221661941985,-120.7000221622348
HyJVQelCDr3fuuIvs2fIYg,35.29006829610808,-120.6553490561106
jHofLolVcKQqvJHhnSaLpg,35.2594171628818,-120.6881982686079
TE0awykxJo6hd1cLu1giZw,35.27141513313688,-120.6533100764894
Ra2B_eYdK9J2b_XsTpnGdw,35.29484884129971,-120.6399241628265
2nN2PDemCWWjhljkz_bq7w,35.2767583611902,-120.6680076464184
e7Z1oTkG2bld1TucgObQWQ,35.298267640103,-120.680503255355
nyJXwYhYnGonSbyJ9oVwrg,35.30424181113272,-120.6561319403771
xCwGKK9TlQPuCLxd9tL7Cg,35.29172992107568,-120.658106461482
yvfAHB0MtbOHUa6Ol6XlDA,35.30710066421866,-120.6253620900875
hmHV7exrL-tossxT24vboQ,35.24507377917384,-120.641346443163
eA8nkP8VutuaLFP3KvTjWw,35.26407490214041,-120.6530076580854
4_TvJ1zc-tMq1Er7I1L1SQ,35.24401704830339,-120.6720135824026
fJlxhMaY_UTSMlPIIex6Jw,35.29416588976904,-120.6296002345371
DFlGeOG36w1x6rsyS7yDJw,35.28444399408969,-120.6663387392534
dK3LNRkPRwSj6OGXL_NaaQ,35.24682433806654,-120.6488331391404
mTInhZfN_aY7esYLxxF54w,35.28874487649728,-120.6946820502889
j9hFwBBeD5djB15FcVVQTQ,35.24683082007962,-120.6508542003767
imy__TSOKiVaQyPTKo4EYA,35.28645295981032,-120.6557621310644
2mLAxs2wwRDRHbBOYaRTaw,35.2669204519785,-120.652653021996
Cb3-JrugUVxyIhA_dFToiw,35.25949931880205,-120.6737195302012
ls2MbJCvj1vTDIQOyVrJsA,35.2815715606926,-120.6581014594011
HVNSUOeTletqQTHyWSCnCg,35.26692962989096,-120.6730429275106
hGgoCp9QD7SOegTb-vmW6A,35.29468060343378,-120.6299715251224
3xW3kuIoUwSu08EZ0STuTw,35.24682916832057,-120.6541745011725
-oxdLK232r-G8Bb04rm9rQ,35.29196967533365,-120.62972075049
VFMOneSN2VN-ejUJbCEH0g,35.26728042491521,-120.6410360091402
ptWG8nQuukoueNAhz1eNaw,35.2473500439485,-120.6710398603125
bOINCydYzkBKHfqEb5HTCQ,35.29633053794682,-120.6874320786237
sW07DydYuB8-vpcYnwZaWg,35.26567834094434,-120.6420574456558
ZCHbpXgLx2cexJi_5i5aBQ,35.26493401566976,-120.6280409776916
V90SX930EgD6cE1351VV2A,35.3015536497783,-120.6258865663206
zodw-uhZyimQ6E6-VShRlw,35.23582518764394,-120.6519730586889
1nvgwt8kuRPfOuZN_Rji8g,35.29031220190945,-120.6532076615165
xTHzgAE9mySvcJ9In9EPhA,35.23715628934212,-120.6602443501967
Dzkk3KkocEkagxEZK5mjrA,35.27089758315764,-120.6362359891329
hnF4cZVG2l3aPlZPAeQ-lQ,35.25806191627265,-120.6617446766946
8CGspmeiF64OqwEdqrhbKA,35.28180980678405,-120.6656814018858
vt4ldUvrT0V0p3ryT3MdLQ,35.30807023004013,-120.6680317773599
psZRXJrNJNeVpZqIJ6FNOQ,35.25863212959049,-120.6806391647675
jLXcej96oj1KXKyq78HG3Q,35.26335996358377,-120.6745114253566
RaAYa3AJ1A5oceMW4Ge2xw,35.29525645513598,-120.6620703286317
NZ2-zxlpuE777jAdsIP9rw,35.30797609251941,-120.6249705090042
tlEgiUGNRuD-yaKOFQ0_sg,35.28593788718374,-120.6679451691957
-wUb5TopmGtP0i9knm78Ow,35.2587062917351,-120.6466369567564
MJfjQUYEwDvnMMAJwaTIcw,35.27982221493876,-120.6696242337438
QSlU6uUugii0RFj4PB9PLQ,35.26627799668096,-120.6988862747387
ElS1xZKXLDhfqGXLOmME9A,35.26482935472453,-120.6944702693716
LHdUHjkpBkl5kAiq6fZcGQ,35.27798017717727,-120.6628153496942
IE0ueSl66Vfhih8sddytbQ,35.26439242059829,-120.6757644082535
1cyzDrcpllg3D5E_oXZY8w,35.25702557682742,-120.6447631854877
JkQITb8Rjx1r4wJx5v-xVQ,35.29397798670665,-120.6367586647079
Z2Y4RcxwlCV8SRi38hKvIw,35.29257475576281,-120.6299730173046
yXt70pMCsqrRcbREveL_uw,35.2876494042105,-120.6615168690171
G888kyKl5hQGfNQDGqJWCw,35.29931356386808,-120.6263474891559
l4nh-VFpUp2bO4ZoEjRMcg,35.27175498347867,-120.6624125650042
PEYEfSatMAaKzLLI_Ka9Kg,35.3091280196649,-120.6247510615531
lRHmJ-bxeFhtqhBl6QGFPQ,35.25531124661745,-120.6591449593775
Wbbco5__tNLK8IN-XsUq0A,35.29654125608698,-120.6302446819422
q5FmVpQiSfp1KvMDDQoYjQ,35.26264702730091,-120.6496889939525
CWqU9BTpnEaVwquiD6_Y3Q,35.28953123535424,-120.6818556746699
slnEucxXpbXCPLC2Tv-4bA,35.275110558312,-120.6527806244062
hdLMz1KZn2apaVB8iRy9EQ,35.23758602248492,-120.6284446623963
SZbTjeaYinp29ZXHwpj1hA,35.28924603261408,-120.6567458003724
fRhCapcyGCvGePnEo6ziCg,35.25886598825986,-120.635648184976
jQEv1-C-_h26fKWCt3BN7g,35.3024939487814,-120.6674915941564
PTpRsp_GjJ9Rk4uKTeMv2Q,35.26363909283005,-120.6939483603538
h6K1zvNkwxmqNkhHbusBdw,35.23391941601434,-120.6876157961958
j7q37zhdPqdzJlwTGBsbkQ,35.2635666222269,-120.634252435344
yIv9mj7mIgknezKrn4Xosg,35.24823164663991,-120.6350435258748
yuxYprwF2mYWUjV6rTPyxw,35.28732150328804,-120.6563578271629
sKdGooUu6D2n9tA-FkRf7Q,35.23585689517318,-120.6432036774865
2RBmDzXnntAd7HLgn7tBfA,35.27399549333437,-120.6588622121951
5Ss3qGGiCmKnadUfhmjKzA,35.26700710620099,-120.6336267040556
nMMzSAHlfeTkKA7K2Iq2ag,35.23916132207463,-120.6542788460444
VEapM-A9zwwrhyutj1VnhA,35.24956116738775,-120.6428606866976
tWGHpMP0fzkdZgd-LMgJZA,35.27732629299499,-120.6592649205132
KuTGmdI3K4COtGl5gi6fyg,35.23825857201869,-120.6859866313059
Gi0JiNzI1AQPcdnn-zRoMA,35.29534310714876,-120.6578441591096
kpRufQNmvgIqYLXUBzPmEA,35.30473028774155,-120.6258652362
zpqR5PQ8EQmfvHlHoK5QYQ,35.26630198519172,-120.6319933279971
wknl1NJwoX2bERxoaSIDWg,35.27364630653166,-120.6723122697225
Ik8XC4k9_O7AAIKIdTNq5Q,35.30895259781356,-120.682151092206
fVO8E1Zgg_q10cZbrimteg,35.30226696272058,-120.6257496321504
B37HW2uKMgTYImcS3LGmcA,35.27524857861231,-120.6712219347209
U_9sOkCBy5h-b_TAf2LB3w,35.25485473518241,-120.6581957968589
RsZ0wcdl_agNtti-6ulffA,35.24476973255963,-120.6651014574101
PAIIZxrglg4qAEEi7g1cbg,35.23585368884971,-120.6438265526885
ecKWGXWU21sphahf13FUTg,35.24339574442944,-120.6272087634182
x7A89IffHgI8eQcEfJ1KmA,35.30919247690414,-120.6803903337362
oN85nsByp4ZQkWRyfMuUnw,35.26671781944313,-120.6377115875426
fxQIlqZyZkt64h8MPegJ1w,35.26772446950478,-120.6689261984011
75-DZQMcSIyWifNohUlCsg,35.25426905935344,-120.6930512227055
Tl-wI1iJD57KQo1JznCq2A,35.29131087294285,-120.6486935970429
18X7PaEqALbOg4HudW4e3A,35.24904546755371,-120.6844938768866
tQU0m2__dfbTO5t-gBWaIg,35.29515217568506,-120.6614845757536
ft2cxv4l2rmyoDL2jKOmVg,35.28536433647452,-120.6637919436377
yPtELfYCcH9B4mEc5GP2Lw,35.28637892097947,-120.6470119709526
3g00ZQ-XLNwRyvokx78GqQ,35.23912549885124,-120.6705216268394
L5aXdYMtKEiixuk_Tu6x3Q,35.30094580273433,-120.6663196974905
2x3AoP7JKXF6DhJHysB_Ew,35.29382559853472,-120.6487526611068
HvmYcItYhDTrDuSp4FVTVg,35.28832212937692,-120.6955725087992
sFMoUl_2kcRYAw2DMoPI4g,35.2643009624323,-120.6474584233253
u-f6X735hMkE4udp1HFMwg,35.28753638274908,-120.697360951449
CikIehDUWRmPrvLvM9WLeQ,35.27401655826688,-120.668776499807
kQVKgasdK6amLjDbLyEIow,35.25533789419058,-120.6464108769818
WMesUebvfMoU6OZ-XgcA-Q,35.29157711081578,-120.6492277177182
zGX3rL3scU9EeW04yfxYZA,35.27452642553605,-120.6458924541638
aDPJjm9S-bTZ1qHhXbLU6A,35.30018809426554,-120.6572137185152
AStkUUvtIUN63T2fek8h_A,35.28865119405652,-120.6671429659132
pgvwGD1X81PPKR_SVlLOdg,35.29596309228187,-120.6494632707097
sjCERAKEgLWteWReNPprSw,35.23726928183674,-120.6320660048605
EmHNIbQS4_PEigNYzOkPog,35.29327998366539,-120.652473114664
N9AYKm-PzDBATaQmIfqA1Q,35.26199470004009,-120.628239528582
uyuFOZEOc-jqj8N3l0e8tQ,35.30458926213182,-120.6578239752309
Uy6IPohaFyKeRQ8nDxjSSg,35.24734970540503,-120.6456101160037
C6prKhAfDbMMGWaJM39ueQ,35.23834861298712,-120.6790901923395
J6Tcf9bc5N8e-B1xW50hAQ,35.25072098196748,-120.6880682456292
1DBcT8GiEYjn1ZEIkNtGog,35.24495894083994,-120.6651046164431
lFn973S7kvtFNZstgl7foQ,35.30358684497822,-120.6686717282346
xq96Sz2mWkfLMmiV8lxu4g,35.2468178739141,-120.6587963957205
UBO7XDKl7TfYiQW15BnxRQ,35.29825120293452,-120.6794909932035
NFpxGSkFawr3KTJeW4Zrtg,35.30851157693509,-120.681615005815
Btu1ROOv_2rCLDWoQVpWRA,35.23581987506319,-120.6567351818047
93y_C0Pu6VE-QoZGqfovXw,35.24918115933016,-120.6435078747787
_sEMLgnD9njJlh-IHUqbzQ,35.26896949112383,-120.6436040662681
HnOPU5XkNSEMsgBM2KGg6w,35.26087455307793,-120.6664918630025
NOOqh9J2C4wCXDQlhLgO1g,35.2521971813159,-120.6889487494785
BEOWYjtXkFmoAGFOab1GMw,35.29870062210932,-120.6742173059888
x0p1qiV3mQPzql0Lwett-Q,35.2650190411002,-120.6550518203295
3Hjlt3VHlQh8kSwxcWbXog,35.27161281690608,-120.6725268082077
bzwpWbGy9QoQAAmJWrCQmw,35.24181332565077,-120.6767631003626
sWgO17H3J6FqmaMqX98N2w,35.26499879754852,-120.6526081768266
5ELwdWnhHHERY3YVR6DeOw,35.28185386618991,-120.6549273795133
GfZdmyevZso-RykmynDkvA,35.24675504138119,-120.6773559768131
7HQTSAte43c5zXo5HTF3nQ,35.25730133231944,-120.6740241800981
ZHDoHd3WtqpWy-c80tR07A,35.26994787922786,-120.6380045635664
qzplqhCGRCLHQwlvR7GlCA,35.28904091595849,-120.6534517196822
pwUl7J5l06G6DmebKYE9BA,35.2609136211151,-120.6750141116651
JKlHpMCkgWNHi6RjMejANg,35.26952089120326,-120.6604315300028
HNevGY19FylIBkYpc0xy2Q,35.25231266267532,-120.6398637780914
8RoddYlb2mohv3yw9gh4zQ,35.24164776972639,-120.6661626247735
L3_k7T9OH81YLrqot-k7GA,35.30520075190552,-120.6780216762445
fVoWhmEjs4kR8ldYaoWw2w,35.27896542657431,-120.6645514334535
K89OTPgBYtIMRBDqryOEAA,35.23306393190786,-120.6677546661238
XncWLII27hC-IIYMTTXydg,35.23624269741952,-120.6805705520289
IEfcizRn0S_07zWaAZT-vw,35.23145927746455,-120.6288758197578
6z2beLdrKMuR5nhiSKArVQ,35.2943426295958,-120.6296170874668
7NC5P3m98U5Xwpa0WM3vmQ,35.30244982161626,-120.6258827040768
66aIYrQBOhftsfFvVTR29Q,35.24488300270479,-120.6786141080371
o0Okw-KHtdfgvF54QJTBNQ,35.24681325760183,-120.6611240840852
xcNTf6CNx6OKaBgvEQNQlA,35.29863884384419,-120.688563946545
rqze089ZgbYMVJVe41bI7w,35.29347034981912,-120.6426423236
evFWE2_mEFxtGrPL57nwYQ,35.29340708163286,-120.6836605447436
GzNiP2SoYYEYODSbHRaFRg,35.25327114282354,-120.6455588615106
kXyuqiTVmE4B_zQccnxCFA,35.30560803515075,-120.6257798279033
2bGPUojjBSfllWyc8qyREQ,35.29169313852549,-120.6551536194952
FIXirCPHmLdP_ZCYGvixaQ,35.30338899171614,-120.6600360212895
dSowv_2eIL9xRNrA17bPCw,35.25716054640159,-120.6814205752251
QNpafCW7p5RDNjWK4-s4Ug,35.2655291637755,-120.6310982054145
gJ_MPKOEOobRHHiViNhAxw,35.27553862293839,-120.6708125959814
VOsSRbk9rZn3xDM8X4uoVg,35.24348195381867,-120.6318267328067
9_KnfHQAfe2-VRiYM6Oysg,35.23918483669854,-120.6757524751421
tBWh8z_tiwYjqazlVgovBA,35.28428526062878,-120.7030189502874
XuKovSUy4iiNNmSX4ImFPQ,35.26707698774607,-120.6984626390491
pEWAhYuQN6WgboRt6oEYhg,35.27567015265376,-120.6489796142952
gEUh-6wbOCA0Z3usv3868w,35.24335878101619,-120.6380957563838
n0VVt5VY1hRFrxdTVUSn1w,35.29619947939307,-120.6599971460592
JsxQIJh_CQlmwh_E9XQYkg,35.24406706507227,-120.6431551427668
wnN8ODqbgBVAs9GcDxqQng,35.26443500749712,-120.6392318430797
fi492KxE5vhu869ebO4Mow,35.24780892791317,-120.6443924650933
89saNkajIP4uHkSYzZtOTw,35.23736229889409,-120.6797405279454
rcjVJ3SFIDnxq5StDQymmg,35.27516574610042,-120.6447735417709
spdItRtSv805Obgq7XT-Ng,35.2910701039188,-120.6826997229256
zFYPb3ZA_U8JDnHOjLAY1w,35.23408028756029,-120.6842323315665
dtTxpTQVM7-myeb01bvmMA,35.25490491890868,-120.6821063453118
M1hiQRDWecRXOYcNzTIiCw,35.28456180707147,-120.6700400696721
RQEQ8kxq__yzF_h0V3_erA,35.30485314318431,-120.6854482801698
p5xqJhldM40KNDHmqJqZuA,35.23904151218235,-120.660272694836
yYkhexjOo0qJ3NhGd4xb-Q,35.26317199731888,-120.6571889712002
XFG4v63DG02ztBNvtmFqKA,35.23296432170859,-120.6473418736942
7S9PX6Xk6RFFdFUmtPpsqw,35.23578968842281,-120.6623196347584
fN0O0Y8vMqJi1tAaKFqczg,35.30568687306259,-120.6257615700071
DO6TLXI4z86KJRRK3dJX9w,35.30771968121448,-120.6636895372071
nJzT7FzgFmSAlfDasDxJNA,35.23578159224205,-120.6644533274595
1M0C-0OcpgPW2erm5A505w,35.26187016617263,-120.667148143133
cflq5HFgZhOXOgXlG_XD-w,35.24532461441466,-120.6651105835052
X-W8tB4LbxE_Kyq6qm8LqQ,35.29964966851065,-120.6261672809045
FGv5S90bqYoerSdanbi2Rw,35.25728237219361,-120.6338609696472
szEaZNBn8RxSBBKFL3h3Uw,35.23087265219878,-120.690342049069
miXlORN4PfBGTDhezY_AVw,35.2898185072931,-120.6695854492295
9HKXBrguXB7hP3BNnpcdLQ,35.29438243789612,-120.6484956927335
A_ROmaCz9xckwVqGHmotWQ,35.24683171997025,-120.6515368025452
ij4DJ44wFD2I1DX8zoDbIw,35.26129174380555,-120.6477941172545
a6cHkxLEONgJvcfyWvLzZg,35.25942430265062,-120.6375112084017
N3AdxaxnDpJGzp6WwbLjXw,35.27961782857393,-120.6510005854171
T1apzHbWTO-QC1CivvHNGA,35.27120473755374,-120.6605250759243
kmvoPjX9H-wuCsNX_egBdQ,35.24110173163313,-120.6476265245796
3eH7t_8DMPVo-yZG_V6LOA,35.26011168314443,-120.6486648109809
ZcMYp-u4tlB3lNjWtLBKGQ,35.28302474394853,-120.6689159318561
aEFf0ya64xPasIXTDd-iqQ,35.23576914081868,-120.6687412249658
UvFmOglpqjJD7akrmSmPKA,35.26381628322709,-120.6281399020691
HxdLxL-xHSTznnP3PSnK7w,35.30361219687973,-120.6257441021135
vGyCIiGRVSvVzg1TNRMPaQ,35.23006804579001,-120.6491496972746
pyyNOKeSNCk-tqPYh_osQQ,35.30521320138833,-120.6258451349719
rFNiJj-TLl17ULw3OUQyjQ,35.24110164700151,-120.6704950394565
j0geqeEkj_d0jWTBblZCpg,35.25063997872532,-120.6656711350754
mH_I9Jbrb46_4tn9Evtmzw,35.2358143214373,-120.6572869073545
M5A3J0DIcnv9qO0IxYCsVA,35.25087803656334,-120.6734927094491
Id2ssXYlh0aYWz-CmtCrqg,35.25856295156089,-120.6738214897249
Y19RfI1VAZiFjFwAl_B0zg,35.23584162550442,-120.6474471018674
